t,idx,name,x,y,conf
0.400000,12,right_hip,0.326559,0.481014,0.586857
0.400000,13,left_knee,0.350540,0.671650,0.597300
0.400000,14,right_knee,0.353592,0.678463,0.591603
0.400000,15,left_ankle,0.361799,0.855032,0.593713
0.400000,16,right_ankle,0.357307,0.872444,0.520882
0.500000,0,nose,0.512208,0.461551,0.382860
0.500000,1,left_eye,0.528742,0.457142,0.413835
0.500000,2,right_eye,0.528565,0.453527,0.365152
0.500000,3,left_ear,0.543452,0.420589,0.333943
0.500000,4,right_ear,0.546219,0.412775,0.482314
0.500000,5,left_shoulder,0.492576,0.387220,0.307890
0.500000,6,right_shoulder,0.492660,0.384913,0.535621
0.500000,7,left_elbow,0.479271,0.526495,0.396877
0.500000,8,right_elbow,0.484232,0.532277,0.738820
0.500000,9,left_wrist,0.462839,0.643739,0.166302
0.500000,10,right_wrist,0.471199,0.645158,0.636182
0.500000,11,left_hip,0.318526,0.479278,0.487832
0.500000,12,right_hip,0.307337,0.474294,0.616442
0.500000,13,left_knee,0.332527,0.675742,0.667215
0.500000,14,right_knee,0.334773,0.683373,0.632954
0.500000,15,left_ankle,0.361295,0.859773,0.606315
0.500000,16,right_ankle,0.359526,0.872925,0.441934
0.600000,0,nose,0.533114,0.504365,0.390507
0.600000,1,left_eye,0.549645,0.499707,0.519186
0.600000,2,right_eye,0.547236,0.498192,0.414723
0.600000,3,left_ear,0.567520,0.460459,0.414185
0.600000,4,right_ear,0.564997,0.454283,0.393732
0.600000,5,left_shoulder,0.511925,0.421529,0.323983
0.600000,6,right_shoulder,0.513771,0.415350,0.495936
0.600000,7,left_elbow,0.489126,0.561426,0.498767
0.600000,8,right_elbow,0.494978,0.569451,0.557485
0.600000,9,left_wrist,0.464601,0.683586,0.374568
0.600000,10,right_wrist,0.469658,0.683414,0.489132
0.600000,11,left_hip,0.337496,0.474993,0.402785
0.600000,12,right_hip,0.319642,0.471625,0.570251
0.600000,13,left_knee,0.338382,0.670593,0.656557
0.600000,14,right_knee,0.338093,0.677874,0.572782
0.600000,15,left_ankle,0.356278,0.861688,0.469922
0.600000,16,right_ankle,0.354284,0.876875,0.338065
0.700000,0,nose,0.516564,0.549107,0.464393
0.700000,1,left_eye,0.530432,0.548360,0.561570
0.700000,2,right_eye,0.529740,0.546791,0.550863
0.700000,3,left_ear,0.556394,0.504425,0.650719
0.700000,4,right_ear,0.553245,0.501916,0.594956
0.700000,5,left_shoulder,0.515772,0.460788,0.714164
0.700000,6,right_shoulder,0.522298,0.468390,0.685056
0.700000,7,left_elbow,0.481396,0.608959,0.708742
0.700000,8,right_elbow,0.487418,0.611114,0.466289
0.700000,9,left_wrist,0.444592,0.722590,0.532466
0.700000,10,right_wrist,0.445790,0.722982,0.583903
0.700000,11,left_hip,0.330793,0.465747,0.434216
0.700000,12,right_hip,0.318993,0.470135,0.673937
0.700000,13,left_knee,0.329159,0.665606,0.744678
0.700000,14,right_knee,0.327210,0.670771,0.697864
0.700000,15,left_ankle,0.353258,0.863913,0.623745
0.700000,16,right_ankle,0.352386,0.874234,0.467040
0.800000,0,nose,0.514827,0.589938,0.518294
0.800000,1,left_eye,0.531870,0.589100,0.446135
0.800000,2,right_eye,0.531812,0.588067,0.585365
0.800000,3,left_ear,0.560931,0.548796,0.628968
0.800000,4,right_ear,0.556878,0.546079,0.510942
0.800000,5,left_shoulder,0.522877,0.501303,0.576994
0.800000,6,right_shoulder,0.523944,0.503545,0.609374
0.800000,7,left_elbow,0.477189,0.636824,0.693876
0.800000,8,right_elbow,0.481477,0.637023,0.615369
0.800000,9,left_wrist,0.424115,0.734507,0.620176
0.800000,10,right_wrist,0.425528,0.735200,0.657970
0.800000,11,left_hip,0.334518,0.464069,0.529354
0.800000,12,right_hip,0.325645,0.467811,0.645309
0.800000,13,left_knee,0.331508,0.659532,0.738356
0.800000,14,right_knee,0.328016,0.665424,0.691385
0.800000,15,left_ankle,0.354348,0.852117,0.551185
0.800000,16,right_ankle,0.352420,0.876415,0.690669
0.900000,0,nose,0.511958,0.626632,0.389365
0.900000,1,left_eye,0.526787,0.630745,0.528962
0.900000,2,right_eye,0.524584,0.628668,0.552420
0.900000,3,left_ear,0.555817,0.587466,0.560178
0.900000,4,right_ear,0.549923,0.588788,0.523981
0.900000,5,left_shoulder,0.524921,0.549478,0.672637
0.900000,6,right_shoulder,0.532929,0.555315,0.693458
0.900000,7,left_elbow,0.475977,0.673532,0.639170
0.900000,8,right_elbow,0.482476,0.677335,0.563856
0.900000,9,left_wrist,0.422890,0.772946,0.466521
0.900000,10,right_wrist,0.430337,0.782007,0.731799
0.900000,11,left_hip,0.325093,0.462459,0.831215
0.900000,12,right_hip,0.328075,0.462058,0.799016
0.900000,13,left_knee,0.332931,0.675334,0.794830
0.900000,14,right_knee,0.331712,0.673103,0.677300
0.900000,15,left_ankle,0.353946,0.861204,0.611520
0.900000,16,right_ankle,0.356664,0.876033,0.646112
1.000000,0,nose,0.502805,0.647628,0.502444
1.000000,1,left_eye,0.518645,0.649252,0.530454
1.000000,2,right_eye,0.515811,0.647532,0.541359
1.000000,3,left_ear,0.545700,0.605294,0.530724
1.000000,4,right_ear,0.535277,0.604497,0.497041
1.000000,5,left_shoulder,0.516121,0.566190,0.681568
1.000000,6,right_shoulder,0.522987,0.573361,0.564031
1.000000,7,left_elbow,0.487061,0.697181,0.715137
1.000000,8,right_elbow,0.496394,0.698358,0.708702
1.000000,9,left_wrist,0.466756,0.814489,0.491961
1.000000,10,right_wrist,0.470683,0.817562,0.545215
1.000000,11,left_hip,0.326204,0.470810,0.682597
1.000000,12,right_hip,0.322493,0.470106,0.702679
1.000000,13,left_knee,0.328955,0.684151,0.750892
1.000000,14,right_knee,0.324514,0.685496,0.642315
1.000000,15,left_ankle,0.361921,0.861285,0.622071
1.000000,16,right_ankle,0.362192,0.871195,0.592322
1.100000,0,nose,0.450845,0.701665,0.457704
1.100000,1,left_eye,0.464994,0.708117,0.521045
1.100000,2,right_eye,0.466095,0.708048,0.515387
1.100000,3,left_ear,0.501481,0.675896,0.601126
1.100000,4,right_ear,0.494933,0.673371,0.554864
1.100000,5,left_shoulder,0.486422,0.631046,0.555392
1.100000,6,right_shoulder,0.494147,0.628595,0.601311
1.100000,7,left_elbow,0.448543,0.766985,0.587096
1.100000,8,right_elbow,0.456612,0.772440,0.685988
1.100000,9,left_wrist,0.443707,0.863954,0.578543
1.100000,10,right_wrist,0.459711,0.881514,0.856846
1.100000,11,left_hip,0.335704,0.472645,0.659469
1.100000,12,right_hip,0.333857,0.471891,0.633571
1.100000,13,left_knee,0.339394,0.687186,0.714943
1.100000,14,right_knee,0.338464,0.683468,0.652984
1.100000,15,left_ankle,0.355179,0.865152,0.612507
1.100000,16,right_ankle,0.359847,0.873298,0.612248
1.200000,0,nose,0.433264,0.720886,0.362073
1.200000,1,left_eye,0.444831,0.735874,0.528126
1.200000,2,right_eye,0.448573,0.734565,0.587785
1.200000,3,left_ear,0.488808,0.715058,0.593969
1.200000,4,right_ear,0.479309,0.713884,0.589863
1.200000,5,left_shoulder,0.487220,0.643601,0.637222
1.200000,6,right_shoulder,0.485912,0.647540,0.617554
1.200000,7,left_elbow,0.415267,0.776077,0.459575
1.200000,8,right_elbow,0.413990,0.778341,0.494676
1.200000,9,left_wrist,0.451865,0.862327,0.542528
1.200000,10,right_wrist,0.455811,0.888622,0.561349
1.200000,11,left_hip,0.363645,0.469076,0.752162
1.200000,12,right_hip,0.362009,0.471398,0.608889
1.200000,13,left_knee,0.364249,0.671889,0.476824
1.200000,14,right_knee,0.361540,0.672614,0.511411
1.200000,15,left_ankle,0.356538,0.863914,0.492382
1.200000,16,right_ankle,0.365316,0.876635,0.379135
1.400000,0,nose,0.449956,0.702189,0.449298
1.400000,1,left_eye,0.463890,0.708675,0.492252
1.400000,2,right_eye,0.465203,0.708555,0.500108
1.400000,3,left_ear,0.500590,0.675509,0.585859
1.400000,4,right_ear,0.494170,0.673377,0.545411
1.400000,5,left_shoulder,0.485699,0.633802,0.606197
1.400000,6,right_shoulder,0.491587,0.634593,0.487954
1.400000,7,left_elbow,0.448160,0.763295,0.663057
1.400000,8,right_elbow,0.456351,0.772051,0.683511
1.400000,9,left_wrist,0.443372,0.865081,0.610186
1.400000,10,right_wrist,0.459499,0.881573,0.855445
1.400000,11,left_hip,0.335978,0.470293,0.664163
1.400000,12,right_hip,0.334169,0.469534,0.645230
1.400000,13,left_knee,0.339188,0.683937,0.671771
1.400000,14,right_knee,0.337574,0.682166,0.644367
1.400000,15,left_ankle,0.355686,0.866049,0.614919
1.400000,16,right_ankle,0.360684,0.874490,0.617650
1.500000,0,nose,0.502274,0.646230,0.526762
1.500000,1,left_eye,0.517818,0.647703,0.548417
1.500000,2,right_eye,0.514834,0.646018,0.518869
1.500000,3,left_ear,0.545303,0.603902,0.502568
1.500000,4,right_ear,0.534617,0.603397,0.481660
1.500000,5,left_shoulder,0.518037,0.563204,0.687389
1.500000,6,right_shoulder,0.522594,0.571576,0.532086
1.500000,7,left_elbow,0.486515,0.695942,0.717208
1.500000,8,right_elbow,0.495454,0.697037,0.669470
1.500000,9,left_wrist,0.469195,0.803894,0.587386
1.500000,10,right_wrist,0.472698,0.810046,0.567304
1.500000,11,left_hip,0.325186,0.468130,0.673542
1.500000,12,right_hip,0.322271,0.466850,0.671475
1.500000,13,left_knee,0.329768,0.681466,0.742486
1.500000,14,right_knee,0.326337,0.680756,0.728189
1.500000,15,left_ankle,0.359792,0.861512,0.608130
1.500000,16,right_ankle,0.359199,0.870061,0.556331
1.600000,0,nose,0.511840,0.624636,0.407733
1.600000,1,left_eye,0.525029,0.629513,0.555349
1.600000,2,right_eye,0.522897,0.627398,0.534086
1.600000,3,left_ear,0.554022,0.586070,0.533313
1.600000,4,right_ear,0.551770,0.587358,0.663262
1.600000,5,left_shoulder,0.526470,0.549189,0.643520
1.600000,6,right_shoulder,0.536314,0.554857,0.665754
1.600000,7,left_elbow,0.472570,0.668924,0.598498
1.600000,8,right_elbow,0.481448,0.676620,0.595475
1.600000,9,left_wrist,0.422165,0.771371,0.547091
1.600000,10,right_wrist,0.430914,0.781000,0.702708
1.600000,11,left_hip,0.326987,0.465404,0.797367
1.600000,12,right_hip,0.331591,0.465249,0.774638
1.600000,13,left_knee,0.332025,0.679561,0.792703
1.600000,14,right_knee,0.332360,0.676147,0.741063
1.600000,15,left_ankle,0.352255,0.861338,0.599550
1.600000,16,right_ankle,0.355289,0.876697,0.668055
1.700000,0,nose,0.514233,0.589395,0.524814
1.700000,1,left_eye,0.531398,0.588714,0.426794
1.700000,2,right_eye,0.531544,0.588066,0.583404
1.700000,3,left_ear,0.561142,0.547908,0.632187
1.700000,4,right_ear,0.557608,0.545927,0.515225
1.700000,5,left_shoulder,0.524434,0.499482,0.549415
1.700000,6,right_shoulder,0.526554,0.502823,0.644740
1.700000,7,left_elbow,0.477100,0.636117,0.672521
1.700000,8,right_elbow,0.481397,0.635665,0.614154
1.700000,9,left_wrist,0.424410,0.733771,0.619693
1.700000,10,right_wrist,0.425723,0.735133,0.667950
1.700000,11,left_hip,0.333090,0.462849,0.583447
1.700000,12,right_hip,0.325290,0.467473,0.654193
1.700000,13,left_knee,0.331353,0.657272,0.727697
1.700000,14,right_knee,0.328277,0.662568,0.658731
1.700000,15,left_ankle,0.353158,0.853306,0.600398
1.700000,16,right_ankle,0.352732,0.871393,0.641667
1.800000,0,nose,0.516775,0.547630,0.426843
1.800000,1,left_eye,0.530778,0.546670,0.547719
1.800000,2,right_eye,0.530437,0.545059,0.532595
1.800000,3,left_ear,0.557996,0.503164,0.648455
1.800000,4,right_ear,0.555743,0.501179,0.579366
1.800000,5,left_shoulder,0.520404,0.459135,0.654854
1.800000,6,right_shoulder,0.522216,0.465773,0.649277
1.800000,7,left_elbow,0.481765,0.608851,0.680182
1.800000,8,right_elbow,0.488684,0.609861,0.444658
1.800000,9,left_wrist,0.444683,0.720530,0.546499
1.800000,10,right_wrist,0.448150,0.720551,0.573991
1.800000,11,left_hip,0.334563,0.464572,0.356638
1.800000,12,right_hip,0.323250,0.469922,0.619933
1.800000,13,left_knee,0.329652,0.671899,0.761429
1.800000,14,right_knee,0.327925,0.676551,0.772266
1.800000,15,left_ankle,0.354989,0.868474,0.582637
1.800000,16,right_ankle,0.357333,0.877861,0.589156
1.900000,0,nose,0.534329,0.503700,0.405800
1.900000,1,left_eye,0.550556,0.499428,0.514578
1.900000,2,right_eye,0.548543,0.498100,0.419200
1.900000,3,left_ear,0.568172,0.460160,0.421916
1.900000,4,right_ear,0.567391,0.454930,0.383194
1.900000,5,left_shoulder,0.512107,0.421316,0.330846
1.900000,6,right_shoulder,0.513981,0.420432,0.302456
1.900000,7,left_elbow,0.488910,0.562109,0.512665
1.900000,8,right_elbow,0.494820,0.569794,0.554911
1.900000,9,left_wrist,0.466197,0.681519,0.353185
1.900000,10,right_wrist,0.471226,0.682151,0.506796
1.900000,11,left_hip,0.336965,0.475125,0.377466
1.900000,12,right_hip,0.321505,0.472739,0.543644
1.900000,13,left_knee,0.336161,0.671624,0.657382
1.900000,14,right_knee,0.337223,0.678579,0.588307
1.900000,15,left_ankle,0.355085,0.860914,0.500537
1.900000,16,right_ankle,0.353214,0.874010,0.343484
2.000000,0,nose,0.512265,0.458464,0.393756
2.000000,1,left_eye,0.528806,0.453722,0.419329
2.000000,2,right_eye,0.528600,0.450289,0.347880
2.000000,3,left_ear,0.547299,0.419110,0.468383
2.000000,4,right_ear,0.545267,0.412161,0.476544
2.000000,5,left_shoulder,0.489731,0.386721,0.317959
2.000000,6,right_shoulder,0.490935,0.383116,0.486069
2.000000,7,left_elbow,0.478289,0.526534,0.382972
2.000000,8,right_elbow,0.484178,0.533092,0.686353
2.000000,9,left_wrist,0.462294,0.642696,0.191611
2.000000,10,right_wrist,0.471213,0.644999,0.609232
2.000000,11,left_hip,0.322153,0.478262,0.426825
2.000000,12,right_hip,0.311035,0.473001,0.543352
2.000000,13,left_knee,0.333180,0.675181,0.695813
2.000000,14,right_knee,0.334555,0.682624,0.656421
2.000000,15,left_ankle,0.359493,0.860057,0.456743
2.000000,16,right_ankle,0.357007,0.875234,0.406512
2.100000,0,nose,0.522153,0.415583,0.409965
2.100000,1,left_eye,0.534976,0.410021,0.504295
2.100000,2,right_eye,0.533052,0.407637,0.500123
2.100000,3,left_ear,0.550536,0.374221,0.310086
2.100000,4,right_ear,0.545147,0.368026,0.493928
2.100000,5,left_shoulder,0.488239,0.346022,0.450243
2.100000,6,right_shoulder,0.484790,0.347152,0.496938
2.100000,7,left_elbow,0.492224,0.491183,0.334594
2.100000,8,right_elbow,0.495317,0.502649,0.447395
2.100000,9,left_wrist,0.487972,0.620131,0.227790
2.100000,10,right_wrist,0.490087,0.627278,0.658357
2.100000,11,left_hip,0.334989,0.476053,0.539429
2.100000,12,right_hip,0.325663,0.479760,0.591674
2.100000,13,left_knee,0.352583,0.667684,0.557322
2.100000,14,right_knee,0.353367,0.674467,0.539186
2.100000,15,left_ankle,0.362362,0.855263,0.562527
2.100000,16,right_ankle,0.357829,0.872664,0.520701
2.200000,0,nose,0.506770,0.368534,0.348437
2.200000,1,left_eye,0.519190,0.359003,0.367864
2.200000,2,right_eye,0.519930,0.353113,0.517182
2.200000,3,left_ear,0.521027,0.318612,0.241642
2.200000,4,right_ear,0.517962,0.305784,0.516666
2.200000,5,left_shoulder,0.447592,0.302307,0.382535
2.200000,6,right_shoulder,0.453233,0.304001,0.367335
2.200000,7,left_elbow,0.467040,0.446547,0.229947
2.200000,8,right_elbow,0.476585,0.449786,0.417792
2.200000,9,left_wrist,0.479689,0.565029,0.136606
2.200000,10,right_wrist,0.487127,0.567439,0.693971
2.200000,11,left_hip,0.319555,0.481086,0.497081
2.200000,12,right_hip,0.328585,0.479154,0.539022
2.200000,13,left_knee,0.347586,0.680092,0.535184
2.200000,14,right_knee,0.352411,0.678410,0.484053
2.200000,15,left_ankle,0.359762,0.854631,0.569927
2.200000,16,right_ankle,0.356214,0.874138,0.566508
2.300000,0,nose,0.483718,0.323915,0.521021
2.300000,1,left_eye,0.492440,0.310890,0.316498
2.300000,2,right_eye,0.492205,0.306848,0.526530
2.300000,3,left_ear,0.488332,0.265792,0.205612
2.300000,4,right_ear,0.486173,0.259901,0.444573
2.300000,5,left_shoulder,0.409134,0.268554,0.373421
2.300000,6,right_shoulder,0.421851,0.268258,0.383627
2.300000,7,left_elbow,0.459138,0.411468,0.241399
2.300000,8,right_elbow,0.467982,0.412640,0.434210
2.300000,9,left_wrist,0.477295,0.518741,0.195547
2.300000,10,right_wrist,0.487385,0.521137,0.641144
2.300000,11,left_hip,0.327621,0.490260,0.511186
2.300000,12,right_hip,0.342802,0.490146,0.569304
2.300000,13,left_knee,0.347290,0.685613,0.505539
2.300000,14,right_knee,0.353142,0.682662,0.469381
2.300000,15,left_ankle,0.362123,0.857879,0.568166
2.300000,16,right_ankle,0.357659,0.872609,0.547300
2.400000,0,nose,0.466603,0.287705,0.550640
2.400000,1,left_eye,0.474480,0.274592,0.525803
2.400000,2,right_eye,0.472941,0.270527,0.600523
2.400000,3,left_ear,0.455217,0.233105,0.248198
2.400000,4,right_ear,0.455543,0.229643,0.608194
2.400000,5,left_shoulder,0.354613,0.252847,0.434917
2.400000,6,right_shoulder,0.403689,0.256128,0.460896
2.400000,7,left_elbow,0.454559,0.382900,0.218219
2.400000,8,right_elbow,0.462007,0.385885,0.463136
2.400000,9,left_wrist,0.487918,0.491405,0.284167
2.400000,10,right_wrist,0.493639,0.493358,0.718847
2.400000,11,left_hip,0.324076,0.488198,0.492880
2.400000,12,right_hip,0.354223,0.490632,0.615488
2.400000,13,left_knee,0.346939,0.687891,0.496546
2.400000,14,right_knee,0.356105,0.687663,0.436199
2.400000,15,left_ankle,0.354909,0.861528,0.550376
2.400000,16,right_ankle,0.358890,0.876385,0.530005
2.500000,0,nose,0.450871,0.143215,0.505462
2.500000,1,left_eye,0.446788,0.129128,0.425809
2.500000,2,right_eye,0.434672,0.128819,0.431563
2.500000,3,left_ear,0.402924,0.136581,0.211619
2.500000,4,right_ear,0.387242,0.137081,0.461702
2.500000,5,left_shoulder,0.386731,0.220494,0.603353
2.500000,6,right_shoulder,0.386964,0.228765,0.618582
2.500000,7,left_elbow,0.384643,0.359760,0.216305
2.500000,8,right_elbow,0.376009,0.365659,0.402020
2.500000,9,left_wrist,0.404802,0.475253,0.352372
2.500000,10,right_wrist,0.396164,0.476157,0.559972
2.500000,11,left_hip,0.377298,0.476477,0.387278
2.500000,12,right_hip,0.375694,0.478558,0.504762
2.500000,13,left_knee,0.371714,0.689560,0.319576
2.500000,14,right_knee,0.371817,0.687656,0.367472
2.500000,15,left_ankle,0.363866,0.862101,0.412771
2.500000,16,right_ankle,0.359111,0.874463,0.442951
2.570000,0,nose,0.450929,0.143216,0.504527
2.570000,1,left_eye,0.446861,0.129117,0.425949
2.570000,2,right_eye,0.434707,0.128822,0.431000
2.570000,3,left_ear,0.402927,0.136521,0.212734
2.570000,4,right_ear,0.387283,0.137035,0.462074
2.570000,5,left_shoulder,0.386737,0.220457,0.602682
2.570000,6,right_shoulder,0.386961,0.228744,0.619085
2.570000,7,left_elbow,0.384652,0.359765,0.216575
2.570000,8,right_elbow,0.376021,0.365646,0.402359
2.570000,9,left_wrist,0.404801,0.475255,0.352762
2.570000,10,right_wrist,0.396159,0.476159,0.559775
2.570000,11,left_hip,0.377331,0.476487,0.387360
2.570000,12,right_hip,0.375713,0.478565,0.504750
2.570000,13,left_knee,0.371723,0.689564,0.319631
2.570000,14,right_knee,0.371805,0.687656,0.367271
2.570000,15,left_ankle,0.363870,0.862101,0.413180
2.570000,16,right_ankle,0.359094,0.874473,0.443554
