t,idx,name,x,y,conf
0.300000,8,right_elbow,0.361303,0.245802,0.728733
0.300000,9,left_wrist,0.692472,0.198408,0.729556
0.300000,10,right_wrist,0.298943,0.196225,0.815676
0.300000,11,left_hip,0.533994,0.455007,0.792404
0.300000,12,right_hip,0.464389,0.456663,0.741015
0.300000,13,left_knee,0.547639,0.617243,0.812529
0.300000,14,right_knee,0.451325,0.615189,0.829409
0.300000,15,left_ankle,0.554818,0.763867,0.870019
0.300000,16,right_ankle,0.447695,0.758407,0.767310
0.400000,0,nose,0.501890,0.223525,0.520483
0.400000,1,left_eye,0.513285,0.209671,0.538686
0.400000,2,right_eye,0.489484,0.207626,0.561179
0.400000,3,left_ear,0.528054,0.217425,0.661063
0.400000,4,right_ear,0.476101,0.218164,0.789667
0.400000,5,left_shoulder,0.557971,0.270615,0.864803
0.400000,6,right_shoulder,0.450895,0.277225,0.727247
0.400000,7,left_elbow,0.599065,0.203409,0.644364
0.400000,8,right_elbow,0.401050,0.201376,0.457518
0.400000,9,left_wrist,0.600932,0.120505,0.821840
0.400000,10,right_wrist,0.390220,0.108416,0.643688
0.400000,11,left_hip,0.532298,0.487422,0.821538
0.400000,12,right_hip,0.464750,0.487421,0.793174
0.400000,13,left_knee,0.559328,0.636284,0.855220
0.400000,14,right_knee,0.441956,0.642741,0.898079
0.400000,15,left_ankle,0.571437,0.778850,0.703073
0.400000,16,right_ankle,0.428135,0.781213,0.862935
0.500000,0,nose,0.506732,0.255812,0.533102
0.500000,1,left_eye,0.517292,0.248187,0.386261
0.500000,2,right_eye,0.495075,0.248040,0.530578
0.500000,3,left_ear,0.529991,0.264650,0.622281
0.500000,4,right_ear,0.481836,0.261353,0.659479
0.500000,5,left_shoulder,0.548295,0.314818,0.608607
0.500000,6,right_shoulder,0.453582,0.318806,0.670850
0.500000,7,left_elbow,0.552484,0.209679,0.568856
0.500000,8,right_elbow,0.441190,0.221872,0.388845
0.500000,9,left_wrist,0.535358,0.135975,0.741716
0.500000,10,right_wrist,0.468015,0.130978,0.619527
0.500000,11,left_hip,0.529478,0.516513,0.524991
0.500000,12,right_hip,0.470588,0.515678,0.822601
0.500000,13,left_knee,0.566443,0.671125,0.795711
0.500000,14,right_knee,0.427904,0.673911,0.780300
0.500000,15,left_ankle,0.599753,0.806153,0.608805
0.500000,16,right_ankle,0.394640,0.815537,0.766823
0.600000,0,nose,0.501890,0.223525,0.520483
0.600000,1,left_eye,0.513285,0.209671,0.538686
0.600000,2,right_eye,0.489484,0.207626,0.561179
0.600000,3,left_ear,0.528054,0.217425,0.661063
0.600000,4,right_ear,0.476101,0.218164,0.789667
0.600000,5,left_shoulder,0.557971,0.270615,0.864803
0.600000,6,right_shoulder,0.450895,0.277225,0.727247
0.600000,7,left_elbow,0.599065,0.203409,0.644364
0.600000,8,right_elbow,0.401050,0.201376,0.457518
0.600000,9,left_wrist,0.600932,0.120505,0.821840
0.600000,10,right_wrist,0.390220,0.108416,0.643688
0.600000,11,left_hip,0.532298,0.487422,0.821538
0.600000,12,right_hip,0.464750,0.487421,0.793174
0.600000,13,left_knee,0.559328,0.636284,0.855220
0.600000,14,right_knee,0.441956,0.642741,0.898079
0.600000,15,left_ankle,0.571437,0.778850,0.703073
0.600000,16,right_ankle,0.428135,0.781213,0.862935
0.700000,0,nose,0.502854,0.186833,0.600901
0.700000,1,left_eye,0.512665,0.172694,0.544977
0.700000,2,right_eye,0.489037,0.170149,0.559991
0.700000,3,left_ear,0.528085,0.174139,0.821795
0.700000,4,right_ear,0.477559,0.173845,0.881776
0.700000,5,left_shoulder,0.567667,0.233348,0.815716
0.700000,6,right_shoulder,0.439550,0.234106,0.861141
0.700000,7,left_elbow,0.644927,0.245843,0.846691
0.700000,8,right_elbow,0.361303,0.245802,0.728733
0.700000,9,left_wrist,0.692472,0.198408,0.729556
0.700000,10,right_wrist,0.298943,0.196225,0.815676
0.700000,11,left_hip,0.533994,0.455007,0.792404
0.700000,12,right_hip,0.464389,0.456663,0.741015
0.700000,13,left_knee,0.547639,0.617243,0.812529
0.700000,14,right_knee,0.451325,0.615189,0.829409
0.700000,15,left_ankle,0.554818,0.763867,0.870019
0.700000,16,right_ankle,0.447695,0.758407,0.767310
0.800000,0,nose,0.504259,0.206683,0.674532
0.800000,1,left_eye,0.513517,0.191310,0.648080
0.800000,2,right_eye,0.490995,0.189197,0.652591
0.800000,3,left_ear,0.524983,0.195948,0.876557
0.800000,4,right_ear,0.474650,0.195275,0.890280
0.800000,5,left_shoulder,0.556238,0.271620,0.890443
0.800000,6,right_shoulder,0.440799,0.277199,0.932710
0.800000,7,left_elbow,0.589227,0.350007,0.810657
0.800000,8,right_elbow,0.390715,0.355254,0.896248
0.800000,9,left_wrist,0.682181,0.363659,0.675203
0.800000,10,right_wrist,0.317844,0.358684,0.836376
0.800000,11,left_hip,0.533198,0.476549,0.888418
0.800000,12,right_hip,0.465989,0.473847,0.785903
0.800000,13,left_knee,0.553972,0.640871,0.853355
0.800000,14,right_knee,0.442109,0.637870,0.880645
0.800000,15,left_ankle,0.556064,0.794777,0.880481
0.800000,16,right_ankle,0.447370,0.791743,0.714432
0.900000,0,nose,0.502160,0.223695,0.500136
0.900000,1,left_eye,0.512962,0.208228,0.516402
0.900000,2,right_eye,0.488561,0.208496,0.479160
0.900000,3,left_ear,0.528019,0.219363,0.721894
0.900000,4,right_ear,0.472898,0.219596,0.735888
0.900000,5,left_shoulder,0.552236,0.293222,0.736316
0.900000,6,right_shoulder,0.443781,0.295626,0.750782
0.900000,7,left_elbow,0.569914,0.392160,0.582572
0.900000,8,right_elbow,0.421360,0.391495,0.568492
0.900000,9,left_wrist,0.599454,0.480809,0.839800
0.900000,10,right_wrist,0.396812,0.473722,0.839528
0.900000,11,left_hip,0.525491,0.488657,0.847340
0.900000,12,right_hip,0.459909,0.488114,0.816946
0.900000,13,left_knee,0.527995,0.661111,0.832609
0.900000,14,right_knee,0.465248,0.662358,0.671988
0.900000,15,left_ankle,0.514691,0.816889,0.685086
0.900000,16,right_ankle,0.479427,0.819548,0.745250
1.000000,0,nose,0.502160,0.223695,0.500136
1.000000,1,left_eye,0.512962,0.208228,0.516402
1.000000,2,right_eye,0.488561,0.208496,0.479160
1.000000,3,left_ear,0.528019,0.219363,0.721894
1.000000,4,right_ear,0.472898,0.219596,0.735888
1.000000,5,left_shoulder,0.552236,0.293222,0.736316
1.000000,6,right_shoulder,0.443781,0.295626,0.750782
1.000000,7,left_elbow,0.569914,0.392160,0.582572
1.000000,8,right_elbow,0.421360,0.391495,0.568492
1.000000,9,left_wrist,0.599454,0.480809,0.839800
1.000000,10,right_wrist,0.396812,0.473722,0.839528
1.000000,11,left_hip,0.525491,0.488657,0.847340
1.000000,12,right_hip,0.459909,0.488114,0.816946
1.000000,13,left_knee,0.527995,0.661111,0.832609
1.000000,14,right_knee,0.465248,0.662358,0.671988
1.000000,15,left_ankle,0.514691,0.816889,0.685086
1.000000,16,right_ankle,0.479427,0.819548,0.745250
1.100000,0,nose,0.502242,0.209726,0.556128
1.100000,1,left_eye,0.512040,0.196034,0.529829
1.100000,2,right_eye,0.489376,0.196262,0.481086
1.100000,3,left_ear,0.526874,0.204421,0.760771
1.100000,4,right_ear,0.472610,0.206297,0.766849
1.100000,5,left_shoulder,0.553618,0.276582,0.676368
1.100000,6,right_shoulder,0.441212,0.281780,0.752930
1.100000,7,left_elbow,0.561854,0.383155,0.711560
1.100000,8,right_elbow,0.432596,0.385411,0.667256
1.100000,9,left_wrist,0.573088,0.494327,0.699448
1.100000,10,right_wrist,0.419527,0.475060,0.607335
1.100000,11,left_hip,0.528464,0.484551,0.730819
1.100000,12,right_hip,0.460875,0.483907,0.767244
1.100000,13,left_knee,0.520195,0.648542,0.810692
1.100000,14,right_knee,0.474530,0.649683,0.770200
1.100000,15,left_ankle,0.512484,0.813930,0.691371
1.100000,16,right_ankle,0.474702,0.807398,0.763777
