t,idx,name,x,y,conf
0.400000,5,left_shoulder,0.652447,0.221640,0.806497
0.400000,6,right_shoulder,0.412455,0.224661,0.881829
0.400000,7,left_elbow,0.704454,0.341519,0.565000
0.400000,8,right_elbow,0.356406,0.347997,0.892825
0.400000,9,left_wrist,0.667329,0.391084,0.688865
0.400000,10,right_wrist,0.394262,0.383723,0.703587
0.400000,11,left_hip,0.600077,0.465043,0.845991
0.400000,12,right_hip,0.451569,0.461098,0.643554
0.400000,13,left_knee,0.781545,0.631007,0.837638
0.400000,14,right_knee,0.260945,0.618739,0.872780
0.400000,15,left_ankle,0.811143,0.839538,0.649286
0.400000,16,right_ankle,0.195022,0.830479,0.835053
0.450000,0,nose,0.543898,0.117094,0.776736
0.450000,1,left_eye,0.565571,0.101721,0.877376
0.450000,2,right_eye,0.520907,0.099816,0.840060
0.450000,3,left_ear,0.594405,0.123773,0.650479
0.450000,4,right_ear,0.486643,0.119290,0.675747
0.450000,5,left_shoulder,0.649693,0.232005,0.852218
0.450000,6,right_shoulder,0.415750,0.234740,0.678205
0.450000,7,left_elbow,0.707068,0.344356,0.604800
0.450000,8,right_elbow,0.359595,0.359921,0.673688
0.450000,9,left_wrist,0.650817,0.373509,0.723407
0.450000,10,right_wrist,0.402741,0.368896,0.586827
0.450000,11,left_hip,0.605949,0.477853,0.719617
0.450000,12,right_hip,0.448143,0.478263,0.876834
0.450000,13,left_knee,0.793591,0.633115,0.845776
0.450000,14,right_knee,0.252869,0.619020,0.822459
0.450000,15,left_ankle,0.811702,0.838669,0.600670
0.450000,16,right_ankle,0.194833,0.830488,0.833171
0.500000,0,nose,0.544967,0.135284,0.700663
0.500000,1,left_eye,0.566957,0.119175,0.892697
0.500000,2,right_eye,0.521753,0.117585,0.874514
0.500000,3,left_ear,0.596793,0.140965,0.582546
0.500000,4,right_ear,0.486470,0.136962,0.633849
0.500000,5,left_shoulder,0.651444,0.246740,0.840666
0.500000,6,right_shoulder,0.414270,0.249715,0.646369
0.500000,7,left_elbow,0.703066,0.363810,0.727916
0.500000,8,right_elbow,0.358309,0.376755,0.880843
0.500000,9,left_wrist,0.634857,0.345197,0.672400
0.500000,10,right_wrist,0.422268,0.345327,0.647727
0.500000,11,left_hip,0.608192,0.498298,0.759222
0.500000,12,right_hip,0.444455,0.494099,0.864090
0.500000,13,left_knee,0.813466,0.636966,0.809843
0.500000,14,right_knee,0.226667,0.623164,0.810387
0.500000,15,left_ankle,0.812936,0.838313,0.564538
0.500000,16,right_ankle,0.195447,0.829464,0.803274
0.550000,0,nose,0.545550,0.150228,0.659771
0.550000,1,left_eye,0.566622,0.131872,0.864224
0.550000,2,right_eye,0.522830,0.130765,0.860978
0.550000,3,left_ear,0.594844,0.150595,0.704538
0.550000,4,right_ear,0.489757,0.149774,0.789227
0.550000,5,left_shoulder,0.654053,0.251329,0.767907
0.550000,6,right_shoulder,0.416422,0.255185,0.730381
0.550000,7,left_elbow,0.700084,0.373130,0.703731
0.550000,8,right_elbow,0.358131,0.377767,0.923872
0.550000,9,left_wrist,0.626179,0.333944,0.636762
0.550000,10,right_wrist,0.428694,0.334827,0.649301
0.550000,11,left_hip,0.606152,0.505388,0.854741
0.550000,12,right_hip,0.445067,0.498840,0.835221
0.550000,13,left_knee,0.826994,0.639059,0.832386
0.550000,14,right_knee,0.214586,0.625018,0.764053
0.550000,15,left_ankle,0.813568,0.839193,0.598372
0.550000,16,right_ankle,0.194641,0.829443,0.803653
0.600000,0,nose,0.547995,0.173854,0.627894
0.600000,1,left_eye,0.568897,0.156983,0.835052
0.600000,2,right_eye,0.524221,0.153790,0.757687
0.600000,3,left_ear,0.595109,0.179345,0.810565
0.600000,4,right_ear,0.488447,0.174071,0.770796
0.600000,5,left_shoulder,0.651424,0.275425,0.886917
0.600000,6,right_shoulder,0.414844,0.274552,0.763425
0.600000,7,left_elbow,0.697585,0.387589,0.813242
0.600000,8,right_elbow,0.360054,0.392328,0.897867
0.600000,9,left_wrist,0.604635,0.316186,0.720848
0.600000,10,right_wrist,0.462618,0.311940,0.731349
0.600000,11,left_hip,0.600449,0.526627,0.897531
0.600000,12,right_hip,0.437655,0.517275,0.856117
0.600000,13,left_knee,0.839392,0.639020,0.889899
0.600000,14,right_knee,0.192887,0.630904,0.861728
0.600000,15,left_ankle,0.814249,0.839276,0.669110
0.600000,16,right_ankle,0.194141,0.829328,0.815841
0.650000,0,nose,0.550729,0.188210,0.629437
0.650000,1,left_eye,0.570292,0.170568,0.730174
0.650000,2,right_eye,0.525875,0.171239,0.807733
0.650000,3,left_ear,0.597907,0.190161,0.791035
0.650000,4,right_ear,0.491261,0.188812,0.799635
0.650000,5,left_shoulder,0.651445,0.286988,0.853290
0.650000,6,right_shoulder,0.415076,0.288535,0.729723
0.650000,7,left_elbow,0.696351,0.396254,0.741128
0.650000,8,right_elbow,0.361375,0.405056,0.860362
0.650000,9,left_wrist,0.598465,0.313690,0.725478
0.650000,10,right_wrist,0.456538,0.316802,0.750357
0.650000,11,left_hip,0.598949,0.534473,0.902272
0.650000,12,right_hip,0.433691,0.524090,0.739990
0.650000,13,left_knee,0.846675,0.639486,0.812985
0.650000,14,right_knee,0.186959,0.633425,0.773256
0.650000,15,left_ankle,0.814199,0.839683,0.710893
0.650000,16,right_ankle,0.195560,0.829890,0.814732
0.700000,0,nose,0.552365,0.204726,0.667413
0.700000,1,left_eye,0.573404,0.185431,0.771710
0.700000,2,right_eye,0.526677,0.185623,0.806986
0.700000,3,left_ear,0.599605,0.204004,0.730929
0.700000,4,right_ear,0.490109,0.201382,0.808216
0.700000,5,left_shoulder,0.649592,0.300246,0.788327
0.700000,6,right_shoulder,0.417037,0.302299,0.655089
0.700000,7,left_elbow,0.696750,0.407634,0.695496
0.700000,8,right_elbow,0.365186,0.413330,0.888696
0.700000,9,left_wrist,0.595722,0.311058,0.494800
0.700000,10,right_wrist,0.459520,0.321970,0.754179
0.700000,11,left_hip,0.599326,0.542313,0.823185
0.700000,12,right_hip,0.433231,0.535428,0.812182
0.700000,13,left_knee,0.849755,0.641522,0.880573
0.700000,14,right_knee,0.178037,0.635387,0.850344
0.700000,15,left_ankle,0.812156,0.843300,0.662730
0.700000,16,right_ankle,0.194719,0.831487,0.816143
0.750000,0,nose,0.552233,0.232633,0.522302
0.750000,1,left_eye,0.575001,0.214324,0.756525
0.750000,2,right_eye,0.527974,0.213714,0.760958
0.750000,3,left_ear,0.601789,0.232543,0.733952
0.750000,4,right_ear,0.490985,0.231256,0.820605
0.750000,5,left_shoulder,0.643320,0.332862,0.604015
0.750000,6,right_shoulder,0.419003,0.328122,0.815952
0.750000,7,left_elbow,0.695997,0.431691,0.797750
0.750000,8,right_elbow,0.369035,0.430996,0.901972
0.750000,9,left_wrist,0.610182,0.335210,0.535347
0.750000,10,right_wrist,0.458947,0.337733,0.735037
0.750000,11,left_hip,0.600472,0.558220,0.805080
0.750000,12,right_hip,0.435022,0.555110,0.796800
0.750000,13,left_knee,0.857281,0.641405,0.825869
0.750000,14,right_knee,0.169707,0.637210,0.716133
0.750000,15,left_ankle,0.811899,0.843639,0.663092
0.750000,16,right_ankle,0.193998,0.831363,0.787040
0.800000,0,nose,0.551688,0.245797,0.637252
0.800000,1,left_eye,0.573950,0.229980,0.759757
0.800000,2,right_eye,0.527559,0.227195,0.749364
0.800000,3,left_ear,0.601013,0.254241,0.671823
0.800000,4,right_ear,0.490923,0.249021,0.746385
0.800000,5,left_shoulder,0.641470,0.347744,0.511109
0.800000,6,right_shoulder,0.415949,0.348702,0.718749
0.800000,7,left_elbow,0.691440,0.442558,0.812763
0.800000,8,right_elbow,0.374178,0.441843,0.880865
0.800000,9,left_wrist,0.613251,0.347089,0.654037
0.800000,10,right_wrist,0.461070,0.341672,0.625020
0.800000,11,left_hip,0.603244,0.571735,0.836739
0.800000,12,right_hip,0.435719,0.565531,0.797135
0.800000,13,left_knee,0.858483,0.643802,0.841811
0.800000,14,right_knee,0.165634,0.638872,0.797208
0.800000,15,left_ankle,0.811892,0.841925,0.753697
0.800000,16,right_ankle,0.195282,0.831032,0.760321
0.850000,0,nose,0.550983,0.279162,0.436045
0.850000,1,left_eye,0.572803,0.262707,0.740429
0.850000,2,right_eye,0.525710,0.261078,0.739124
0.850000,3,left_ear,0.602296,0.282605,0.596578
0.850000,4,right_ear,0.488356,0.279591,0.666147
0.850000,5,left_shoulder,0.645209,0.377123,0.666638
0.850000,6,right_shoulder,0.414360,0.375932,0.728934
0.850000,7,left_elbow,0.687464,0.470758,0.749043
0.850000,8,right_elbow,0.377056,0.470464,0.634001
0.850000,9,left_wrist,0.606467,0.381432,0.710925
0.850000,10,right_wrist,0.470818,0.377180,0.712262
0.850000,11,left_hip,0.603297,0.589217,0.807184
0.850000,12,right_hip,0.436420,0.585315,0.710836
0.850000,13,left_knee,0.862200,0.647671,0.896619
0.850000,14,right_knee,0.163620,0.639798,0.807738
0.850000,15,left_ankle,0.811573,0.843107,0.674556
0.850000,16,right_ankle,0.194950,0.830862,0.764885
0.900000,0,nose,0.550239,0.294704,0.536606
0.900000,1,left_eye,0.573100,0.277946,0.690437
0.900000,2,right_eye,0.525632,0.276258,0.767865
0.900000,3,left_ear,0.601706,0.296087,0.671537
0.900000,4,right_ear,0.488805,0.293586,0.736725
0.900000,5,left_shoulder,0.642098,0.385225,0.685132
0.900000,6,right_shoulder,0.417781,0.387182,0.799669
0.900000,7,left_elbow,0.686650,0.486073,0.741352
0.900000,8,right_elbow,0.377172,0.487414,0.641145
0.900000,9,left_wrist,0.600076,0.386535,0.607220
0.900000,10,right_wrist,0.479551,0.389542,0.731657
0.900000,11,left_hip,0.603086,0.602870,0.817066
0.900000,12,right_hip,0.437535,0.597689,0.822854
0.900000,13,left_knee,0.861977,0.647544,0.896263
0.900000,14,right_knee,0.166931,0.640263,0.678247
0.900000,15,left_ankle,0.811893,0.842818,0.674143
0.900000,16,right_ankle,0.194802,0.831253,0.756309
0.950000,0,nose,0.550474,0.310325,0.378240
0.950000,1,left_eye,0.572559,0.294107,0.665306
0.950000,2,right_eye,0.525097,0.290800,0.789667
0.950000,3,left_ear,0.601048,0.311372,0.634816
0.950000,4,right_ear,0.488052,0.306449,0.733691
0.950000,5,left_shoulder,0.643429,0.399226,0.715890
0.950000,6,right_shoulder,0.417467,0.399683,0.746728
0.950000,7,left_elbow,0.686009,0.501796,0.687627
0.950000,8,right_elbow,0.377578,0.499035,0.699315
0.950000,9,left_wrist,0.606804,0.402089,0.634178
0.950000,10,right_wrist,0.477519,0.398399,0.781785
0.950000,11,left_hip,0.605212,0.612607,0.841315
0.950000,12,right_hip,0.436812,0.605874,0.741937
0.950000,13,left_knee,0.862092,0.649569,0.895823
0.950000,14,right_knee,0.172398,0.643566,0.650669
0.950000,15,left_ankle,0.811131,0.844454,0.658519
0.950000,16,right_ankle,0.194536,0.830341,0.771935
1.000000,0,nose,0.548223,0.333419,0.642903
1.000000,1,left_eye,0.571865,0.314507,0.773349
1.000000,2,right_eye,0.521217,0.312483,0.643431
1.000000,3,left_ear,0.600331,0.333327,0.857170
1.000000,4,right_ear,0.486107,0.327884,0.753445
1.000000,5,left_shoulder,0.655872,0.424619,0.752299
1.000000,6,right_shoulder,0.412070,0.415066,0.616123
1.000000,7,left_elbow,0.681734,0.535949,0.704391
1.000000,8,right_elbow,0.376224,0.533008,0.787983
1.000000,9,left_wrist,0.604189,0.420789,0.776851
1.000000,10,right_wrist,0.477189,0.424684,0.763468
1.000000,11,left_hip,0.600871,0.627867,0.745332
1.000000,12,right_hip,0.434673,0.621629,0.796485
1.000000,13,left_knee,0.861101,0.651635,0.935290
1.000000,14,right_knee,0.174654,0.643175,0.820638
1.000000,15,left_ankle,0.812487,0.840595,0.808781
1.000000,16,right_ankle,0.195075,0.829784,0.844864
1.050000,0,nose,0.550854,0.356557,0.459604
1.050000,1,left_eye,0.574468,0.339041,0.817831
1.050000,2,right_eye,0.523987,0.337752,0.882833
1.050000,3,left_ear,0.602636,0.356309,0.830065
1.050000,4,right_ear,0.486537,0.353543,0.788286
1.050000,5,left_shoulder,0.659431,0.448962,0.789410
1.050000,6,right_shoulder,0.409806,0.438073,0.670131
1.050000,7,left_elbow,0.673615,0.564935,0.778468
1.050000,8,right_elbow,0.377184,0.552669,0.657637
1.050000,9,left_wrist,0.597331,0.439791,0.794521
1.050000,10,right_wrist,0.482224,0.449617,0.873594
1.050000,11,left_hip,0.597085,0.640554,0.648552
1.050000,12,right_hip,0.433552,0.637393,0.747881
1.050000,13,left_knee,0.854788,0.653101,0.852751
1.050000,14,right_knee,0.178109,0.647031,0.830176
1.050000,15,left_ankle,0.811852,0.840753,0.767391
1.050000,16,right_ankle,0.196419,0.830348,0.855524
1.100000,0,nose,0.549066,0.364454,0.543493
1.100000,1,left_eye,0.573037,0.346150,0.569501
1.100000,2,right_eye,0.523101,0.344208,0.747571
1.100000,3,left_ear,0.599863,0.363689,0.765441
1.100000,4,right_ear,0.486446,0.357529,0.713465
1.100000,5,left_shoulder,0.654790,0.458346,0.619525
1.100000,6,right_shoulder,0.411820,0.447015,0.864911
1.100000,7,left_elbow,0.669959,0.572337,0.762834
1.100000,8,right_elbow,0.377041,0.555549,0.722566
1.100000,9,left_wrist,0.599902,0.446587,0.713888
1.100000,10,right_wrist,0.481051,0.452620,0.835679
1.100000,11,left_hip,0.595444,0.641783,0.612354
1.100000,12,right_hip,0.433382,0.639613,0.728208
1.100000,13,left_knee,0.853436,0.654189,0.776987
1.100000,14,right_knee,0.180481,0.647894,0.812822
1.100000,15,left_ankle,0.811420,0.838723,0.739659
1.100000,16,right_ankle,0.196481,0.831426,0.849426
1.150000,0,nose,0.548627,0.366656,0.540824
1.150000,1,left_eye,0.572501,0.349088,0.749485
1.150000,2,right_eye,0.522658,0.345699,0.613650
1.150000,3,left_ear,0.600514,0.366412,0.843344
1.150000,4,right_ear,0.486830,0.360005,0.634749
1.150000,5,left_shoulder,0.657731,0.457885,0.768888
1.150000,6,right_shoulder,0.408876,0.448105,0.659420
1.150000,7,left_elbow,0.667950,0.575682,0.742423
1.150000,8,right_elbow,0.377343,0.557984,0.772621
1.150000,9,left_wrist,0.601371,0.449587,0.605210
1.150000,10,right_wrist,0.480032,0.456910,0.863039
1.150000,11,left_hip,0.595651,0.643423,0.641720
1.150000,12,right_hip,0.434021,0.640465,0.744283
1.150000,13,left_knee,0.852314,0.653163,0.918803
1.150000,14,right_knee,0.181269,0.648896,0.831644
1.150000,15,left_ankle,0.811572,0.838734,0.732782
1.150000,16,right_ankle,0.196946,0.831480,0.853645
1.200000,0,nose,0.549057,0.364166,0.540855
1.200000,1,left_eye,0.573155,0.346191,0.555453
1.200000,2,right_eye,0.523274,0.343838,0.750942
1.200000,3,left_ear,0.599697,0.363854,0.778289
1.200000,4,right_ear,0.486082,0.356988,0.711990
1.200000,5,left_shoulder,0.654330,0.456726,0.667098
1.200000,6,right_shoulder,0.411113,0.445493,0.851187
1.200000,7,left_elbow,0.669115,0.573853,0.715056
1.200000,8,right_elbow,0.376540,0.556190,0.736026
1.200000,9,left_wrist,0.599311,0.447634,0.709807
1.200000,10,right_wrist,0.481531,0.453666,0.855956
1.200000,11,left_hip,0.594396,0.641645,0.592576
1.200000,12,right_hip,0.432304,0.639885,0.710574
1.200000,13,left_knee,0.852885,0.654100,0.744508
1.200000,14,right_knee,0.180312,0.647057,0.821696
1.200000,15,left_ankle,0.811061,0.839448,0.724203
1.200000,16,right_ankle,0.196858,0.831479,0.844550
1.250000,0,nose,0.549952,0.358090,0.510680
1.250000,1,left_eye,0.574148,0.339731,0.823041
1.250000,2,right_eye,0.523206,0.338659,0.890178
1.250000,3,left_ear,0.602329,0.357014,0.823413
1.250000,4,right_ear,0.486157,0.353972,0.780477
1.250000,5,left_shoulder,0.658981,0.448715,0.813445
1.250000,6,right_shoulder,0.409806,0.438097,0.661109
1.250000,7,left_elbow,0.672058,0.568195,0.770179
1.250000,8,right_elbow,0.376969,0.553786,0.709596
1.250000,9,left_wrist,0.603554,0.447063,0.788368
1.250000,10,right_wrist,0.481347,0.449587,0.888636
1.250000,11,left_hip,0.596748,0.640866,0.645211
1.250000,12,right_hip,0.433465,0.637313,0.733987
1.250000,13,left_knee,0.854719,0.652928,0.858553
1.250000,14,right_knee,0.179905,0.645325,0.820447
1.250000,15,left_ankle,0.811904,0.840725,0.774261
1.250000,16,right_ankle,0.197046,0.831023,0.869908
1.300000,0,nose,0.548790,0.351925,0.568426
1.300000,1,left_eye,0.572819,0.333501,0.803980
1.300000,2,right_eye,0.521770,0.331610,0.739720
1.300000,3,left_ear,0.601302,0.350091,0.845012
1.300000,4,right_ear,0.486058,0.346184,0.603266
1.300000,5,left_shoulder,0.653115,0.443108,0.605012
1.300000,6,right_shoulder,0.409615,0.432593,0.656371
1.300000,7,left_elbow,0.677012,0.552051,0.838071
1.300000,8,right_elbow,0.379114,0.544860,0.767976
1.300000,9,left_wrist,0.594562,0.442878,0.814973
1.300000,10,right_wrist,0.482703,0.443642,0.874456
1.300000,11,left_hip,0.599241,0.640152,0.816894
1.300000,12,right_hip,0.435514,0.634319,0.695109
1.300000,13,left_knee,0.855973,0.653476,0.885601
1.300000,14,right_knee,0.177088,0.644603,0.794607
1.300000,15,left_ankle,0.812356,0.838595,0.784746
1.300000,16,right_ankle,0.197512,0.830306,0.854923
1.350000,0,nose,0.547545,0.333385,0.662669
1.350000,1,left_eye,0.571445,0.314277,0.827653
1.350000,2,right_eye,0.520560,0.311507,0.690622
1.350000,3,left_ear,0.600588,0.333985,0.896541
1.350000,4,right_ear,0.486770,0.328267,0.798918
1.350000,5,left_shoulder,0.655909,0.423585,0.830963
1.350000,6,right_shoulder,0.411916,0.412630,0.690780
1.350000,7,left_elbow,0.682198,0.535333,0.780857
1.350000,8,right_elbow,0.376737,0.534642,0.868721
1.350000,9,left_wrist,0.603943,0.421722,0.828781
1.350000,10,right_wrist,0.475006,0.424333,0.831243
1.350000,11,left_hip,0.599555,0.626758,0.767403
1.350000,12,right_hip,0.435623,0.620109,0.814285
1.350000,13,left_knee,0.860310,0.650899,0.944720
1.350000,14,right_knee,0.174199,0.641651,0.817331
1.350000,15,left_ankle,0.812277,0.840292,0.834041
1.350000,16,right_ankle,0.196872,0.830169,0.879978
1.400000,0,nose,0.549510,0.323747,0.584813
1.400000,1,left_eye,0.572704,0.306962,0.762649
1.400000,2,right_eye,0.524009,0.303983,0.832563
1.400000,3,left_ear,0.601764,0.322552,0.770570
1.400000,4,right_ear,0.486664,0.318756,0.702890
1.400000,5,left_shoulder,0.647811,0.411027,0.708183
1.400000,6,right_shoulder,0.417749,0.408623,0.721972
1.400000,7,left_elbow,0.685420,0.518131,0.645736
1.400000,8,right_elbow,0.379621,0.515307,0.671416
1.400000,9,left_wrist,0.598060,0.406550,0.563804
1.400000,10,right_wrist,0.480104,0.405816,0.707693
1.400000,11,left_hip,0.603067,0.618762,0.755726
1.400000,12,right_hip,0.434299,0.615646,0.769526
1.400000,13,left_knee,0.861717,0.650040,0.915606
1.400000,14,right_knee,0.173583,0.643314,0.676174
1.400000,15,left_ankle,0.813052,0.840650,0.715546
1.400000,16,right_ankle,0.197684,0.831409,0.786744
1.450000,0,nose,0.550227,0.294325,0.541720
1.450000,1,left_eye,0.572863,0.277899,0.705025
1.450000,2,right_eye,0.525974,0.275622,0.768072
1.450000,3,left_ear,0.601355,0.295234,0.673990
1.450000,4,right_ear,0.489585,0.291575,0.767725
1.450000,5,left_shoulder,0.643751,0.385389,0.683297
1.450000,6,right_shoulder,0.416937,0.387678,0.789912
1.450000,7,left_elbow,0.685724,0.485225,0.764301
1.450000,8,right_elbow,0.379535,0.485618,0.648575
1.450000,9,left_wrist,0.596338,0.383812,0.677068
1.450000,10,right_wrist,0.482722,0.389613,0.800121
1.450000,11,left_hip,0.602235,0.605045,0.806680
1.450000,12,right_hip,0.437267,0.597573,0.823580
1.450000,13,left_knee,0.861598,0.647925,0.896144
1.450000,14,right_knee,0.166803,0.639998,0.628952
